Experiment ID,Model,Attempt Number,Error Type,Message
6a3f7983-daea-4f3f-8061-00a35a9aedc2,mistral-large-instruct,4,FileNotFoundError,Error: The file does not exist.
6a3f7983-daea-4f3f-8061-00a35a9aedc2,mistral-large-instruct,5,FileNotFoundError,Error: The file does not exist.
6a3f7983-daea-4f3f-8061-00a35a9aedc2,mistral-large-instruct,6,FileNotFoundError,Error: The file does not exist.
2d2d4a80-ef3d-4b7d-9f48-39855c9f02e7,mistral-large-instruct,1,FileNotFoundError,Error: The file does not exist.
2d2d4a80-ef3d-4b7d-9f48-39855c9f02e7,mistral-large-instruct,2,FileNotFoundError,Error: The file does not exist.
2d2d4a80-ef3d-4b7d-9f48-39855c9f02e7,mistral-large-instruct,3,FileNotFoundError,Error: The file does not exist.
2d2d4a80-ef3d-4b7d-9f48-39855c9f02e7,mistral-large-instruct,4,FileNotFoundError,Error: The file does not exist.
2d2d4a80-ef3d-4b7d-9f48-39855c9f02e7,mistral-large-instruct,5,FileNotFoundError,Error: The file does not exist.
2d2d4a80-ef3d-4b7d-9f48-39855c9f02e7,mistral-large-instruct,6,FileNotFoundError,Error: The file does not exist.
136fd01f-29fb-41bd-85a8-9a7dd6fd9535,meta-llama-3.1-70b-instruct,1,FileNotFoundError,The ads_viewed.json file does not exist.
9c0e9cfc-12da-4ee3-9ba5-690006e4e364,meta-llama-3.1-8b-instruct,1,AttributeError,'int' object has no attribute 'strftime'
9c0e9cfc-12da-4ee3-9ba5-690006e4e364,meta-llama-3.1-8b-instruct,2,AttributeError,'int' object has no attribute 'strftime'
5d654e8a-2f4b-492d-b1a9-472f63f0d129,meta-llama-3.1-8b-instruct,1,AttributeError,'int' object has no attribute 'strftime'
5d654e8a-2f4b-492d-b1a9-472f63f0d129,meta-llama-3.1-8b-instruct,2,AttributeError,'int' object has no attribute 'strftime'
5d654e8a-2f4b-492d-b1a9-472f63f0d129,meta-llama-3.1-8b-instruct,3,AttributeError,'int' object has no attribute 'strftime'
69908f85-e703-44b6-8282-2254fa76006d,meta-llama-3.1-8b-instruct,1,AttributeError,'int' object has no attribute 'strftime'
69908f85-e703-44b6-8282-2254fa76006d,meta-llama-3.1-8b-instruct,2,AttributeError,'int' object has no attribute 'strftime'
e6e41125-524f-4177-a803-0a538136ba49,meta-llama-3.1-8b-instruct,1,AttributeError,'int' object has no attribute 'strftime'
e6e41125-524f-4177-a803-0a538136ba49,meta-llama-3.1-8b-instruct,2,AttributeError,'int' object has no attribute 'strftime'
ae85a6c0-ef3a-4e12-b9ce-6da5ae7c8e64,meta-llama-3.1-8b-instruct,1,AttributeError,'int' object has no attribute 'strftime'
91143f01-810d-46ae-8311-a5b70271cda5,meta-llama-3.1-8b-instruct,1,AttributeError,'int' object has no attribute 'strftime'
91143f01-810d-46ae-8311-a5b70271cda5,meta-llama-3.1-8b-instruct,2,AttributeError,'int' object has no attribute 'strftime'
91143f01-810d-46ae-8311-a5b70271cda5,meta-llama-3.1-8b-instruct,3,AttributeError,'int' object has no attribute 'strftime'
91143f01-810d-46ae-8311-a5b70271cda5,meta-llama-3.1-8b-instruct,4,AttributeError,'int' object has no attribute 'strftime'
91143f01-810d-46ae-8311-a5b70271cda5,meta-llama-3.1-8b-instruct,5,AttributeError,'int' object has no attribute 'strftime'
deca7b0d-3368-463b-ac34-32d9dc618ea7,meta-llama-3.1-8b-instruct,1,AttributeError,'int' object has no attribute 'strftime'
deca7b0d-3368-463b-ac34-32d9dc618ea7,meta-llama-3.1-8b-instruct,2,AttributeError,'int' object has no attribute 'strftime'
deca7b0d-3368-463b-ac34-32d9dc618ea7,meta-llama-3.1-8b-instruct,3,AttributeError,'int' object has no attribute 'strftime'
deca7b0d-3368-463b-ac34-32d9dc618ea7,meta-llama-3.1-8b-instruct,4,AttributeError,'int' object has no attribute 'strftime'
deca7b0d-3368-463b-ac34-32d9dc618ea7,meta-llama-3.1-8b-instruct,5,AttributeError,'int' object has no attribute 'strftime'
1c0c40a2-78c3-4cc3-90aa-753b073c6d64,meta-llama-3.1-8b-instruct,1,AttributeError,'int' object has no attribute 'strftime'
1c0c40a2-78c3-4cc3-90aa-753b073c6d64,meta-llama-3.1-8b-instruct,2,AttributeError,'int' object has no attribute 'strftime'
1c0c40a2-78c3-4cc3-90aa-753b073c6d64,meta-llama-3.1-8b-instruct,3,AttributeError,'int' object has no attribute 'strftime'
00f9d821-165b-4988-b50a-ad66b072dbe6,meta-llama-3.1-8b-instruct,1,AttributeError,'int' object has no attribute 'strftime'
639bf12a-74fb-4599-808a-5ee7b226eb2e,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
434440cc-d56b-449b-ab7e-5a1ee6f25c65,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
02246c68-0cb7-4a16-aa60-08fd6fa201fc,mistral-large-instruct,1,FileNotFoundError,The file does not exist.
02246c68-0cb7-4a16-aa60-08fd6fa201fc,mistral-large-instruct,2,FileNotFoundError,The file datasets/instagram-leridash-2025-04-15-tyc7Gjjv\ads_information/ads_and_topics/posts_viewed.json does not exist.
02246c68-0cb7-4a16-aa60-08fd6fa201fc,mistral-large-instruct,3,FileNotFoundError,The file datasets/instagram-leridash-2025-04-15-tyc7Gjjv\ads_information/ads_and_topics/posts_viewed.json does not exist.
02246c68-0cb7-4a16-aa60-08fd6fa201fc,mistral-large-instruct,4,FileNotFoundError,The file datasets/instagram-leridash-2025-04-15-tyc7Gjjv\ads_information/ads_and_topics/posts_viewed.json does not exist.
02246c68-0cb7-4a16-aa60-08fd6fa201fc,mistral-large-instruct,5,FileNotFoundError,The file datasets/instagram-leridash-2025-04-15-tyc7Gjjv\ads_information/ads_and_topics/posts_viewed.json does not exist.
02246c68-0cb7-4a16-aa60-08fd6fa201fc,mistral-large-instruct,6,FileNotFoundError,The file datasets/instagram-leridash-2025-04-15-tyc7Gjjv\ads_information/ads_and_topics/posts_viewed.json does not exist.
f4c81d0e-5173-4230-acc6-b527d8f57848,mistral-large-instruct,1,FileNotFoundError,The file does not exist.
f4c81d0e-5173-4230-acc6-b527d8f57848,mistral-large-instruct,2,FileNotFoundError,The file datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\ads_information/ads_and_topics/posts_viewed.json does not exist.
f4c81d0e-5173-4230-acc6-b527d8f57848,mistral-large-instruct,3,FileNotFoundError,The file datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\ads_information/ads_and_topics/posts_viewed.json does not exist.
f4c81d0e-5173-4230-acc6-b527d8f57848,mistral-large-instruct,4,FileNotFoundError,The file datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\ads_information/ads_and_topics/posts_viewed.json does not exist.
f4c81d0e-5173-4230-acc6-b527d8f57848,mistral-large-instruct,5,FileNotFoundError,The file datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\ads_information/ads_and_topics/posts_viewed.json does not exist.
f4c81d0e-5173-4230-acc6-b527d8f57848,mistral-large-instruct,6,FileNotFoundError,The file datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\ads_information/ads_and_topics/posts_viewed.json does not exist.
9c30baa0-cdf4-4cb0-b554-a816e73371e3,meta-llama-3.1-70b-instruct,1,FileNotFoundError,The posts_viewed.json file does not exist.
fe67dae8-63c3-4288-aaeb-f8b38b97819b,meta-llama-3.1-70b-instruct,1,NotADirectoryError,An error occurred: Error: The ads_viewed.json file is missing a required key: 'Author'
cbe2bf7e-7fd1-4c3d-9b7f-73464c5db64e,meta-llama-3.1-8b-instruct,1,NameError,name 'json' is not defined. Did you forget to import 'json'?
cbe2bf7e-7fd1-4c3d-9b7f-73464c5db64e,meta-llama-3.1-8b-instruct,2,UnicodeEncodeError,'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
7c914532-0890-4093-92c9-dfd6fc734832,meta-llama-3.1-8b-instruct,1,NameError,name 'json' is not defined. Did you forget to import 'json'?
7c914532-0890-4093-92c9-dfd6fc734832,meta-llama-3.1-8b-instruct,2,UnicodeEncodeError,'charmap' codec can't encode character '\x9b' in position 6: character maps to <undefined>
2831c4d0-1ae7-4231-967e-1267c542172b,meta-llama-3.1-8b-instruct,1,NameError,name 'json' is not defined. Did you forget to import 'json'?
2831c4d0-1ae7-4231-967e-1267c542172b,meta-llama-3.1-8b-instruct,2,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
cae64dd6-3ad3-494d-a019-ddc4d53c342a,meta-llama-3.1-8b-instruct,1,NameError,name 'json' is not defined. Did you forget to import 'json'?
cae64dd6-3ad3-494d-a019-ddc4d53c342a,meta-llama-3.1-8b-instruct,2,UnicodeEncodeError,'charmap' codec can't encode character '\x9c' in position 27: character maps to <undefined>
628efded-a1a9-4270-a183-de44782c5af3,meta-llama-3.1-8b-instruct,1,NameError,name 'json' is not defined. Did you forget to import 'json'?
96a67e84-dc2c-49f9-86b0-249e0b1b19fc,meta-llama-3.1-8b-instruct,1,NameError,name 'json' is not defined. Did you forget to import 'json'?
af0a1c7e-a027-43f6-b437-617c84e9d87b,meta-llama-3.1-8b-instruct,1,NameError,name 'json' is not defined. Did you forget to import 'json'?
af0a1c7e-a027-43f6-b437-617c84e9d87b,meta-llama-3.1-8b-instruct,2,UnicodeEncodeError,'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
9b693664-1fbc-4673-8284-5d52e0965a54,meta-llama-3.1-8b-instruct,1,NameError,name 'json' is not defined. Did you forget to import 'json'?
9b693664-1fbc-4673-8284-5d52e0965a54,meta-llama-3.1-8b-instruct,2,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 5: character maps to <undefined>
b83bbac3-b9b2-4ac3-be32-c7c7232c583d,meta-llama-3.1-8b-instruct,1,NameError,name 'os' is not defined. Did you forget to import 'os'?
b83bbac3-b9b2-4ac3-be32-c7c7232c583d,meta-llama-3.1-8b-instruct,2,NameError,name 'os' is not defined. Did you forget to import 'os'?
b83bbac3-b9b2-4ac3-be32-c7c7232c583d,meta-llama-3.1-8b-instruct,3,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
376992b3-bbfb-425c-842b-5bbe87c777a4,codestral-22b,1,UnicodeEncodeError,'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
44ce2190-0686-462d-9726-ca87226af3d8,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
81c918f8-2c46-4e70-85be-f4297ffc640a,codestral-22b,1,UnicodeEncodeError,'charmap' codec can't encode character '\x9b' in position 6: character maps to <undefined>
c572e267-1d49-462f-b278-e7c9794e3fde,codestral-22b,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
1fb57da5-f0f9-433c-baf3-84218f9bf940,codestral-22b,1,UnicodeEncodeError,'charmap' codec can't encode character '\x9c' in position 27: character maps to <undefined>
d3e53cc0-3dc1-458b-8527-21c6ada40d2a,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
a1430f5f-0e1b-45d1-8705-2a2e5ad13b6f,codestral-22b,1,UnicodeEncodeError,'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
42264010-2a8c-49a9-a856-5ea9838673f1,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
523792aa-9f47-41db-853d-573f723884f2,codestral-22b,1,FileNotFoundError,The JSON file does not exist.
3477645f-94fc-461e-a24c-3eb9a0f2daa6,codestral-22b,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 5: character maps to <undefined>
84b3b765-33b7-4b6f-8142-42aacc4d60a6,codestral-22b,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
1fd0f57d-6c97-406c-9288-34a40c07cf1c,qwen2.5-72b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
563698a7-7b4d-4c63-83e6-45172bde7757,qwen2.5-72b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x9b' in position 6: character maps to <undefined>
20c86a02-f76e-441f-96c4-d6cde11a5d97,qwen2.5-72b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
aec62a11-8517-407e-8cae-5428fe9fe6fd,qwen2.5-72b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x9c' in position 27: character maps to <undefined>
1b2dbdd6-7fe0-462d-afee-d6064f4d73e9,qwen2.5-72b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
fe8ea172-3732-4ace-8321-b02ff3699966,qwen2.5-72b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 5: character maps to <undefined>
6caf0673-60fa-4e2b-9c16-252f9fd6cc13,qwen2.5-72b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
b482dade-8a27-4cc5-8f0a-d329c453f3ae,mistral-large-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
5b512463-467d-4eb4-8f9b-e4212bee616b,mistral-large-instruct,1,FileNotFoundError,The JSON file does not exist.
582574f3-9c1c-44f0-8891-25efc530f23a,mistral-large-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x9b' in position 6: character maps to <undefined>
c8160dec-1058-4d27-ba3c-a27062f5e074,mistral-large-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
a7e19a0d-c6ea-48e0-866d-d7bdf4d380b7,mistral-large-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x9c' in position 27: character maps to <undefined>
7de1dbf0-0e5f-41e4-be15-cd8319b684e8,mistral-large-instruct,1,FileNotFoundError,The JSON file does not exist.
b9d7789b-ad0b-46da-93a0-0117168bc942,mistral-large-instruct,1,UnicodeEncodeError,Error: 'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
494d5737-caef-46c9-8e7e-78348c784105,mistral-large-instruct,1,FileNotFoundError,The JSON file does not exist.
2256946b-43c0-48e9-ac06-9b10e9655663,mistral-large-instruct,1,FileNotFoundError,The JSON file does not exist.
4a179e47-7b59-404c-a973-3b18d1f92ec0,mistral-large-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 5: character maps to <undefined>
fa19dbbe-4e0e-4fa8-ab56-d388fd94887f,mistral-large-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
76a68de3-ab51-447e-bec0-f53bbb08912f,meta-llama-3.1-70b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
dcb91c19-da3a-4875-8bdd-0d0755bf654d,meta-llama-3.1-70b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x9b' in position 6: character maps to <undefined>
9d510f04-4e0c-4093-b368-9f5e1c524917,meta-llama-3.1-70b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 1: character maps to <undefined>
2ba34aa8-5d4f-42c4-b44e-1fad445078fd,meta-llama-3.1-70b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x9c' in position 27: character maps to <undefined>
a06c37ed-bb3e-4d16-b380-b9a7f2d1261b,meta-llama-3.1-70b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x8f' in position 5: character maps to <undefined>
7cfd7ba8-f9b6-4cbc-b167-cb6e1d4dbdf3,meta-llama-3.1-70b-instruct,1,FileNotFoundError,The file advertisers_using_your_activity_or_information.json does not exist.
7cfd7ba8-f9b6-4cbc-b167-cb6e1d4dbdf3,meta-llama-3.1-70b-instruct,2,FileNotFoundError,Error: The file advertisers_using_your_activity_or_information.json does not exist. Returning empty list.
adc8b433-b167-4e2c-ab50-c5186b8f6423,meta-llama-3.1-70b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 5: character maps to <undefined>
44eec1ea-ca84-4315-9ddd-1ca0e6229d14,meta-llama-3.1-70b-instruct,1,UnicodeEncodeError,'charmap' codec can't encode character '\x82' in position 4: character maps to <undefined>
dfd7b490-8153-4d16-8b5a-951644b95bb6,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
686f6afc-dfb0-4b95-9c9f-6a05f0028117,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
2923bd9b-3b05-4ae3-86d0-58ae34e8db23,qwen2.5-coder-32b-instruct,1,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
2923bd9b-3b05-4ae3-86d0-58ae34e8db23,qwen2.5-coder-32b-instruct,2,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
2923bd9b-3b05-4ae3-86d0-58ae34e8db23,qwen2.5-coder-32b-instruct,3,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
2923bd9b-3b05-4ae3-86d0-58ae34e8db23,qwen2.5-coder-32b-instruct,4,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
2923bd9b-3b05-4ae3-86d0-58ae34e8db23,qwen2.5-coder-32b-instruct,5,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
2923bd9b-3b05-4ae3-86d0-58ae34e8db23,qwen2.5-coder-32b-instruct,6,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
941979e6-d0da-419b-8e12-07c84137e65c,qwen2.5-coder-32b-instruct,1,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
941979e6-d0da-419b-8e12-07c84137e65c,qwen2.5-coder-32b-instruct,2,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
941979e6-d0da-419b-8e12-07c84137e65c,qwen2.5-coder-32b-instruct,3,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
941979e6-d0da-419b-8e12-07c84137e65c,qwen2.5-coder-32b-instruct,4,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
941979e6-d0da-419b-8e12-07c84137e65c,qwen2.5-coder-32b-instruct,5,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
941979e6-d0da-419b-8e12-07c84137e65c,qwen2.5-coder-32b-instruct,6,ParserError,Error tokenizing data. C error: Expected 2 fields in line 4
78d1c50a-0e9c-4022-98da-ca8f2ef36adc,mistral-large-instruct,1,FileNotFoundError,The devices.json file does not exist.
2aabbe2f-6672-4257-8cbd-c279bf0296f1,mistral-large-instruct,1,FileNotFoundError,The devices.json file does not exist.
2aabbe2f-6672-4257-8cbd-c279bf0296f1,mistral-large-instruct,2,FileNotFoundError,The devices.json file does not exist.
2aabbe2f-6672-4257-8cbd-c279bf0296f1,mistral-large-instruct,3,FileNotFoundError,The devices.json file does not exist.
2aabbe2f-6672-4257-8cbd-c279bf0296f1,mistral-large-instruct,4,FileNotFoundError,The devices.json file does not exist.
2aabbe2f-6672-4257-8cbd-c279bf0296f1,mistral-large-instruct,5,FileNotFoundError,The devices.json file does not exist.
2aabbe2f-6672-4257-8cbd-c279bf0296f1,mistral-large-instruct,6,FileNotFoundError,The devices.json file does not exist.
1b29823c-c790-4b26-a567-ed751d404866,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\\personal_information\\profile_changes.json'
1b29823c-c790-4b26-a567-ed751d404866,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\\personal_information\\profile_changes.json'
1b29823c-c790-4b26-a567-ed751d404866,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\\personal_information\\profile_changes.json'
1b29823c-c790-4b26-a567-ed751d404866,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\\personal_information\\profile_changes.json'
1b29823c-c790-4b26-a567-ed751d404866,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\\personal_information\\profile_changes.json'
1b29823c-c790-4b26-a567-ed751d404866,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-21-TDz5ZSZM\\personal_information\\profile_changes.json'
7cb6f5e6-2fb4-4e66-a093-e669aeb2885a,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-25-9eXjs0P7\\personal_information\\profile_changes.json'
7cb6f5e6-2fb4-4e66-a093-e669aeb2885a,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-25-9eXjs0P7\\personal_information\\profile_changes.json'
7cb6f5e6-2fb4-4e66-a093-e669aeb2885a,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-25-9eXjs0P7\\personal_information\\profile_changes.json'
7cb6f5e6-2fb4-4e66-a093-e669aeb2885a,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-25-9eXjs0P7\\personal_information\\profile_changes.json'
7cb6f5e6-2fb4-4e66-a093-e669aeb2885a,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-25-9eXjs0P7\\personal_information\\profile_changes.json'
7cb6f5e6-2fb4-4e66-a093-e669aeb2885a,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-miger_shkrepa-2025-01-25-9eXjs0P7\\personal_information\\profile_changes.json'
42ce4c91-e976-423b-af22-1ac827b38c9e,meta-llama-3.1-8b-instruct,1,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation\\personal_information\\profile_changes.json'
42ce4c91-e976-423b-af22-1ac827b38c9e,meta-llama-3.1-8b-instruct,2,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation\\personal_information\\profile_changes.json'
42ce4c91-e976-423b-af22-1ac827b38c9e,meta-llama-3.1-8b-instruct,3,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation\\personal_information\\profile_changes.json'
42ce4c91-e976-423b-af22-1ac827b38c9e,meta-llama-3.1-8b-instruct,4,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation\\personal_information\\profile_changes.json'
42ce4c91-e976-423b-af22-1ac827b38c9e,meta-llama-3.1-8b-instruct,5,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation\\personal_information\\profile_changes.json'
42ce4c91-e976-423b-af22-1ac827b38c9e,meta-llama-3.1-8b-instruct,6,FileNotFoundError,[Errno 2] No such file or directory: 'datasets/instagram-NEW-2024-01-30-2HB4vDFq_since_account_creation\\personal_information\\profile_changes.json'
03b71cdd-cbe5-4ffd-879b-fc3d7766ea1e,mistral-large-instruct,1,FileNotFoundError,The profile changes file does not exist.
03b71cdd-cbe5-4ffd-879b-fc3d7766ea1e,mistral-large-instruct,2,FileNotFoundError,The profile changes file does not exist.
03b71cdd-cbe5-4ffd-879b-fc3d7766ea1e,mistral-large-instruct,3,FileNotFoundError,The profile changes file does not exist.
03b71cdd-cbe5-4ffd-879b-fc3d7766ea1e,mistral-large-instruct,4,FileNotFoundError,The profile changes file does not exist.
03b71cdd-cbe5-4ffd-879b-fc3d7766ea1e,mistral-large-instruct,5,FileNotFoundError,The profile changes file does not exist.
03b71cdd-cbe5-4ffd-879b-fc3d7766ea1e,mistral-large-instruct,6,FileNotFoundError,The profile changes file does not exist.
d1c06354-af2d-4ae5-a642-8613c0fe7f8d,mistral-large-instruct,1,FileNotFoundError,The profile changes file does not exist.
d1c06354-af2d-4ae5-a642-8613c0fe7f8d,mistral-large-instruct,2,FileNotFoundError,The profile changes file does not exist.
d1c06354-af2d-4ae5-a642-8613c0fe7f8d,mistral-large-instruct,3,FileNotFoundError,The profile changes file does not exist.
d1c06354-af2d-4ae5-a642-8613c0fe7f8d,mistral-large-instruct,4,FileNotFoundError,The profile changes file does not exist.
d1c06354-af2d-4ae5-a642-8613c0fe7f8d,mistral-large-instruct,5,FileNotFoundError,The profile changes file does not exist.
d1c06354-af2d-4ae5-a642-8613c0fe7f8d,mistral-large-instruct,6,FileNotFoundError,The profile changes file does not exist.
bba2d871-dc38-4fea-8c9c-fa804d2b0278,mistral-large-instruct,1,FileNotFoundError,The profile changes file does not exist.
bba2d871-dc38-4fea-8c9c-fa804d2b0278,mistral-large-instruct,2,FileNotFoundError,The profile changes file does not exist.
bba2d871-dc38-4fea-8c9c-fa804d2b0278,mistral-large-instruct,3,FileNotFoundError,The profile changes file does not exist.
bba2d871-dc38-4fea-8c9c-fa804d2b0278,mistral-large-instruct,4,FileNotFoundError,The profile changes file does not exist.
bba2d871-dc38-4fea-8c9c-fa804d2b0278,mistral-large-instruct,5,FileNotFoundError,The profile changes file does not exist.
bba2d871-dc38-4fea-8c9c-fa804d2b0278,mistral-large-instruct,6,FileNotFoundError,The profile changes file does not exist.
5179bdaf-a9f4-444c-9512-2320f316b95c,mistral-large-instruct,1,FileNotFoundError,The profile changes file does not exist.
5179bdaf-a9f4-444c-9512-2320f316b95c,mistral-large-instruct,2,FileNotFoundError,The profile changes file does not exist.
5179bdaf-a9f4-444c-9512-2320f316b95c,mistral-large-instruct,3,FileNotFoundError,The profile changes file does not exist.
5179bdaf-a9f4-444c-9512-2320f316b95c,mistral-large-instruct,4,FileNotFoundError,The profile changes file does not exist.
5179bdaf-a9f4-444c-9512-2320f316b95c,mistral-large-instruct,5,FileNotFoundError,The profile changes file does not exist.
5179bdaf-a9f4-444c-9512-2320f316b95c,mistral-large-instruct,6,FileNotFoundError,The profile changes file does not exist.
56551aac-f1fe-44c8-8f2f-81ae60d6d5d1,mistral-large-instruct,1,FileNotFoundError,The profile changes file does not exist.
56551aac-f1fe-44c8-8f2f-81ae60d6d5d1,mistral-large-instruct,2,FileNotFoundError,The profile changes file does not exist.
56551aac-f1fe-44c8-8f2f-81ae60d6d5d1,mistral-large-instruct,3,FileNotFoundError,The profile changes file does not exist.
56551aac-f1fe-44c8-8f2f-81ae60d6d5d1,mistral-large-instruct,4,FileNotFoundError,The profile changes file does not exist.
56551aac-f1fe-44c8-8f2f-81ae60d6d5d1,mistral-large-instruct,5,FileNotFoundError,The profile changes file does not exist.
56551aac-f1fe-44c8-8f2f-81ae60d6d5d1,mistral-large-instruct,6,FileNotFoundError,The profile changes file does not exist.
bcce57ae-fe3d-4117-9cd8-563ef2e348b9,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
f025c5e6-588e-4f45-9ab5-78d653a596af,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
c0257e41-e4f0-4607-b0dc-26db6a1063f1,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
427cf774-4841-4603-a186-757f8016ff6b,codestral-22b,1,KeyError,'New Value'
7659e018-bc21-4461-8466-cf476687ff94,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
502787ba-7c83-44f4-be0c-2eb3c011b004,codestral-22b,1,FileNotFoundError,Error: The JSON file does not exist.
72559e62-be1f-44dc-add4-d8409babb998,meta-llama-3.1-8b-instruct,1,TypeError,"string indices must be integers, not 'str'"
